"","Gene","effect.size","p.value","q.value"
"SYT7__chr11","STK3__chr8",2.2242980208253,1.36946460256845e-18,3.22293176330493e-17
"KIAA1644__chr22","KEL__chr7",2.22367468656033,2.01591558952706e-11,3.35063964915412e-10
"ABCB1__chr7","ABCB11__chr2",2.22323563436937,1.87079961815609e-18,4.37013240839479e-17
"ITGB5__chr3","IQGAP1__chr15",2.22048447320668,2.97159332003436e-29,9.86945001089795e-28
"PHGR1__chr15","PDLIM4__chr5",2.2196278466875,0.000187800255171173,0.0018908093885055
"TFRC__chr3","TBC1D24__chr16",2.21733830342241,0.000333827388111574,0.0032602945635827
"TMTC1__chr12","TMEM161A__chr19",2.21648149410579,0.000351423114685938,0.00341801030434115
"TSHZ2__chr20","TPRXL__chr3",2.21631531103194,1.4793201063132e-33,5.43894773718031e-32
"KLHDC8A__chr1","KIAA2013__chr1",2.21450725015868,8.42135116069559e-14,1.61570247954137e-12
"B4GALT1__chr9","B3GNT2__chr2",2.21205353887607,4.53607931608996e-31,1.5904049520495e-29
"LOC154761__chr7","LOC100506368__chr11",2.21197763081545,1.67255971726288e-19,4.07845594023663e-18
"SGCD__chr5","SEC62__chr3",2.20885703541955,0.000224093529362323,0.00223832955490971
"ANTXR2__chr4","ANO8__chr19",2.20406039222032,7.33389581683921e-11,1.17653618969972e-09
"VAT1L__chr16","UBXN2B__chr8",2.20375193389611,1.97139153312129e-15,4.09399529592595e-14
"G6PC__chr17","FTCD__chr21",2.20059563101131,5.24433626883727e-05,0.000559613025457294
"WSCD2__chr12","VPS25__chr17",2.19695564876399,4.80329755461089e-13,8.82144967804048e-12
"ZNF704__chr8","ZNF3__chr7",2.19693322080068,5.97949852398882e-29,1.9618153317073e-27
"BRCA2__chr13","BORA__chr13",2.19399266030439,0.000708064614360135,0.00658514029634736
"P4HA3__chr11","OR11A1__chr6",2.1921373068578,0.000230062968024483,0.00229373871797889
"GLIPR1__chr12","GHRLOS2__chr3",2.19131139212029,5.99673355121494e-06,7.01710654184891e-05
"LOC100132891__chr8","LOC100128239__chr11",2.18352232738221,2.86912588237352e-11,4.71895047215794e-10
"PTPRT__chr20","PSG10P__chr19",2.18321820120865,1.40787262040696e-46,6.73569032416473e-45
"LATS2__chr13","KRT80__chr12",2.18285750525045,3.68401655648496e-25,1.06290908220539e-23
"IER2__chr19","HSPB3__chr5",2.17531341667114,8.91049149235427e-39,3.70904115027557e-37
"PDE3B__chr11","PBOV1__chr6",2.16940735610919,6.69725446599317e-45,3.14056364512007e-43
"FXYD6__chr11","FRMPD1__chr9",2.16682472133929,2.50390306568654e-54,1.37155826479259e-52
"DCBLD2__chr3","DAND5__chr19",2.1637354455923,2.10393261138074e-14,4.17210057606224e-13
"BMP5__chr6","BLOC1S5__chr6",2.16300268769708,1.6428599347946e-11,2.74993507951713e-10
"SHROOM3__chr4","SERPINB3__chr18",2.16215777812594,6.84444016830206e-25,1.9627652549404e-23
"HYAL1__chr3","HSD17B1__chr17",2.15812201245458,2.97020939208923e-09,4.35799822140546e-08
"RHPN2__chr19","RCE1__chr11",2.1580707893886,2.61115474726777e-22,7.03931560825482e-21
"FAM13A__chr4","FAM106A__chr17",2.15631936265691,2.0640206531031e-10,3.22096303074669e-09
"LAMA1__chr18","KPNA1__chr3",2.1555940631983,8.65692880028305e-05,0.000901866816249995
"FAM150B__chr2","FAM108C1__chr15",2.15305406472292,3.04579491743969e-12,5.35935124299583e-11
"LOC650226__chr7","LOC401109__chr3",2.15296365867023,0.000359679089931773,0.00349112246611743
"STON1__chr2","SRGAP1__chr12",2.1486586474594,1.29226172037582e-06,1.59511182179375e-05
"EHD2__chr19","EFCAB3__chr17",2.14822399677888,2.52226702773189e-15,5.2036902063403e-14
"SLC6A20__chr3","SLC25A3__chr12",2.14663635639001,4.02825347158348e-12,7.00975452172971e-11
"GADD45B__chr19","FUZ__chr19",2.14631727356585,1.28708599689357e-07,1.7105028951684e-06
"PTP4A3__chr8","PRRT3.AS1__chr3",2.14587263969028,3.47855540500673e-23,9.66731471232605e-22
"XDH__chr2","VPS53__chr17",2.14026475848626,6.81373855178311e-06,7.89007543821062e-05
"GPX3__chr5","GPR146__chr7",2.13897704292143,2.03782194599016e-52,1.09405565725347e-50
"SPSB1__chr1","SNX25__chr4",2.13684167279126,7.70751304090398e-21,1.96302670413751e-19
"FMNL2__chr2","FLJ35946__chr5",2.13230053251986,1.22872489825832e-15,2.58867816357701e-14
"BCL2L15__chr1","BCKDHA__chr19",2.13074161805676,1.3317859993898e-16,2.92312332363164e-15
"DDR2__chr1","DCLK1__chr13",2.12409034035317,8.4107359560491e-07,1.05471856733521e-05
"SGK223__chr8","SEL1L2__chr20",2.12394452052214,1.35442045880383e-18,3.19548537209422e-17
"CLSPN__chr1","CLECL1__chr12",2.12216225755348,0.00100599897106326,0.00908331034646611
"GCH1__chr14","GALR1__chr18",2.12183779193961,7.21342009783684e-27,2.2585802503622e-25
"LOC100505495__chr19","LOC100131655__chr18",2.11857906450319,0.000808553394712064,0.00745004488213973
"VAV3__chr1","UCA1__chr19",2.11652530379344,1.43225602793376e-14,2.85815991720087e-13
"SLITRK4__chrX","SLC30A6__chr2",2.11345032122689,0.000347717553364887,0.00338886032896042
"FBXO32__chr8","FASTKD2__chr2",2.10879010948891,6.64680904909179e-07,8.36294257055503e-06
"CMTM3__chr16","CLOCK__chr4",2.10699671952977,6.42364890293466e-13,1.17175788578822e-11
"TRIP6__chr7","TOMM6__chr6",2.09976941411168,1.79567134134105e-25,5.27754230305802e-24
"FBP1__chr9","FAM90A1__chr12",2.09924320995148,1.24951943092681e-17,2.84842197896921e-16
"HNMT__chr2","HIST3H2BB__chr1",2.09882832413699,2.4769373041267e-33,9.05399635848867e-32
"HN1__chr17","HIST2H2AC__chr1",2.0943475776026,6.95327851966517e-33,2.50291538027871e-31
"GSTP1__chr11","GRIA4__chr11",2.09304506478269,9.04848798309955e-25,2.58696408327708e-23
"ZNF521__chr18","ZNF16__chr8",2.09213876410884,2.13954632894198e-06,2.60187558071721e-05
"PAQR5__chr15","ORMDL2__chr12",2.08945388853628,3.3944977488956e-12,5.93974244987306e-11
"AMIGO2__chr12","AMELY__chrY",2.0889258712011,2.68369345523656e-14,5.28847121137232e-13
"TNFSF15__chr9","TMEM198B__chr12",2.08825517471835,1.27294847248759e-06,1.57435734509623e-05
"SLC6A17__chr1","SLC25A37__chr8",2.08537599799379,2.74835230162899e-15,5.65777361614211e-14
"ETS1__chr11","ERG__chr21",2.08392512405243,9.14902638831644e-13,1.65294742530023e-11
"TTYH2__chr17","TRIM63__chr1",2.08205215927581,1.51284615975143e-05,0.000170380016251386
"CNN3__chr1","CMAHP__chr6",2.08046614131037,4.49801679866121e-30,1.52609553790125e-28
"ACSS1__chr20","ACSM3__chr16",2.07997701459059,8.70849404365919e-14,1.66909858455448e-12
"TMEM2__chr9","TM4SF4__chr3",2.07914903321176,2.01418736598421e-41,8.75037076836082e-40
"RHBDF1__chr16","RBM6__chr3",2.07670295047896,3.57165790630251e-30,1.21616560564513e-28
"SEPT9__chr17","SCGB2A1__chr11",2.07253998898715,8.12934882962509e-36,3.16107889263899e-34
"INSR__chr19","IL31__chr12",2.07086225650427,3.85271906145269e-22,1.03128448758262e-20
"LGI2__chr4","LARP1__chr5",2.06802247351175,2.36127383082154e-06,2.84951167655591e-05
"ARHGEF2__chr1","ARHGEF12__chr11",2.06650339775788,4.75312998336013e-17,1.0617570972286e-15
"CLIC6__chr21","CLDN3__chr7",2.05883958096282,2.3883311927596e-08,3.35324538490126e-07
"SPTSSB__chr3","SNX8__chr7",2.05301615613541,9.29465611562083e-26,2.77488801379151e-24
"BPIFC__chr22","BOK__chr2",2.0528754095391,8.33419706221606e-05,0.000870644865018016
"APOBEC2__chr6","APITD1__chr1",2.05259948507016,2.61587821641151e-08,3.66184196546257e-07
"CLU__chr8","CLIP4__chr2",2.0525190994746,2.63860279115209e-06,3.17404936646673e-05
"KLF2__chr19","KIAA1671__chr22",2.0507730103465,2.7859241157837e-08,3.88835996603252e-07
"CNTN1__chr12","CNGA1__chr4",2.04703239510771,2.04223359979873e-43,9.29979049855334e-42
"HLX__chr1","HIPK4__chr19",2.04664604454315,3.03638922355508e-05,0.000333420590044996
"GBP3__chr1","GALNT1__chr18",2.04163986743335,1.09356920990427e-17,2.49592644067282e-16
"DDIT3__chr12","DCC__chr18",2.0391999501221,1.21683833576666e-12,2.18591358073368e-11
"AMOTL1__chr11","AMH__chr19",2.0390018035289,1.92805495205249e-28,6.24980831627581e-27
"FAM3B__chr21","FAM204A__chr10",2.03872977505758,2.90894623776324e-26,8.90976758529168e-25
"GHSR__chr3","GDA__chr9",2.03827986738865,2.85292512250097e-07,3.69531041569728e-06
"GADD45A__chr1","FUT9__chr6",2.03445306584944,6.05909453431477e-21,1.54945559552748e-19
"SNTB1__chr8","SMIM7__chr19",2.02935394764846,3.46477823113429e-11,5.67887068620779e-10
"ZNF503__chr10","ZNF138__chr7",2.02919405698717,2.83761362933063e-30,9.69714690182463e-29
"KLF4__chr9","KIAA1704__chr13",2.02602734402384,1.2490293551577e-09,1.8718601707986e-08
"SERPINI1__chr3","SCRN3__chr2",2.02421198871796,2.26900242981686e-21,5.91442867843849e-20
"KCNK5__chr6","KAT2A__chr17",2.02159261719741,5.27053709857119e-11,8.52032592718549e-10
"NR4A2__chr2","NMB__chr15",2.01601733100214,6.69630578011366e-23,1.84470534449837e-21
"PNP__chr14","PLAG1__chr8",2.01530223173902,3.48230172924794e-14,6.84080437415047e-13
"CXCL16__chr17","CTSL1P2__chr10",2.01517561070288,9.31314699887154e-26,2.77602290196647e-24
"XAF1__chr17","VPS4B__chr18",2.01409567727064,3.9258720484422e-07,5.00952937011889e-06
"SH2D4A__chr8","SEMA4F__chr2",2.01325859145052,2.97808109320854e-19,7.18771091947061e-18
"FXYD3__chr19","FRMD6.AS1__chr14",2.01228293925649,6.32793087781862e-31,2.20636969979735e-29
"BAZ1A__chr14","BANK1__chr4",2.00985340083627,5.15439224543976e-31,1.80384638248742e-29
"EGR3__chr8","EFCAB12__chr3",2.00794383799263,9.07037879115373e-11,1.4452952647152e-09
"WIPI1__chr17","VILL__chr3",2.0036541261391,1.17018977425572e-20,2.960407811765e-19
"KRTCAP3__chr2","KLHL7__chr7",2.00309973788861,1.19897968818991e-23,3.38689359453108e-22
"ZFP36__chr19","XIRP2__chr2",2.00180733146382,8.00137372047357e-33,2.86925921384268e-31
"NR2F2__chr15","NLRP4__chr19",2.00167509005346,2.92804967017612e-15,6.01459594206395e-14
"LIPG__chr18","LINC00471__chr2",2.00135106952939,0.000113036617644842,0.00116644843307291
"GPR160__chr3","GPA33__chr1",1.99971833639608,1.31961477082459e-19,3.24292326905631e-18
"IDH2__chr15","HSPA4L__chr4",1.99583844132431,2.63780283636935e-26,8.11876188952897e-25
"BCL3__chr19","BCL11B__chr14",1.99490234034043,1.26522066374444e-22,3.45522255830092e-21
"MFI2__chr3","MDM4__chr1",1.99310798532274,8.65756309061539e-11,1.38068039904177e-09
"KIAA1244__chr6","KDELR1__chr19",1.99162388356767,1.85680903491456e-13,3.49501764360711e-12
"PKNOX2__chr11","PHF8__chrX",1.99107841823834,8.91623026771397e-05,0.000927346833237527
"XBP1__chr22","VPS52__chr6",1.98796579639255,7.23239582437285e-12,1.23802369826991e-10
"MYO10__chr5","MTFR2__chr6",1.98774867004702,1.09937087804293e-26,3.40588702512382e-25
"NR0B2__chr1","NLGN4Y__chrY",1.987214967926,8.72646643001366e-12,1.48436329967955e-10
"DLC1__chr8","DHX8__chr17",1.98470374408929,1.90898141339966e-11,3.18410686235011e-10
"LIMS1__chr2","LDHB__chr12",1.98447705793265,2.55670294081082e-19,6.19443233018498e-18
"SNAP25__chr20","SLC5A8__chr12",1.98402558159467,1.58446904927696e-27,5.01562748630419e-26
"KCNK17__chr6","KANSL1__chr17",1.98376202149853,5.69924910530782e-24,1.6196151818362e-22
"SSTR5.AS1__chr16","SPATA7__chr14",1.98373599627142,1.74391350940369e-05,0.000195355527567937
"IL1R1__chr2","IGDCC3__chr15",1.98359917856309,7.35409071226586e-15,1.48798293662099e-13
"MEIS2__chr15","MBLAC2__chr5",1.98125096624865,4.05581009378211e-12,7.05121427344013e-11
"TMEM51__chr1","TMCC3__chr12",1.98085864147706,9.23656519239278e-31,3.20280016524475e-29
"SLC22A17__chr14","SH3RF2__chr5",1.97838924504549,2.27794853421201e-28,7.34618965862432e-27
"GJD3__chr17","GFRA1__chr10",1.97761773595646,0.000816673871746468,0.00751387674209579
"ZAK__chr2","WDR19__chr4",1.97707291413364,5.11626522871029e-27,1.60877171867166e-25
"ASPH__chr8","ASIC4__chr2",1.97696752932719,2.85361110044561e-19,6.89610518877508e-18
"MT1X__chr16","MRPL20__chr1",1.9733522602429,1.41307627946286e-09,2.1110130853193e-08
"RNF186__chr1","RGPD6__chr2",1.96804292913704,6.33578335598579e-06,7.38640554357923e-05
"PLS3__chrX","PIPSL__chr10",1.96603445536453,2.32554409512991e-29,7.73734723763468e-28
"ALOX5__chr10","ALMS1__chr2",1.96565315057796,1.19452946387377e-11,2.01196237150503e-10
"TPM4__chr19","TMEM70__chr8",1.96336927503974,1.49345202799073e-11,2.50873390444166e-10
"ZYX__chr7","ZNF649__chr19",1.96110202987872,1.36328993531297e-13,2.59189669995418e-12
"FGFR2__chr10","FDPSL2A__chr7",1.96015666172513,2.31640920835861e-11,3.83323128017172e-10
"C1orf106__chr1","C1QC__chr1",1.95922591596501,3.10704731249221e-18,7.18690087043792e-17
"DPP6__chr7","DNTTIP1__chr20",1.95838208283035,3.34213933549722e-25,9.68707809236602e-24
"PVRL4__chr1","PSMB8__chr6",1.95833520845232,1.1098231929649e-19,2.73091649748055e-18
"PHLDB1__chr11","PDSS1__chr10",1.95766827732572,3.92891410042771e-11,6.42289088839818e-10
"FUT4__chr11","FREM1__chr9",1.95764630896398,1.13071172139901e-15,2.39017786476494e-14
"C4orf19__chr4","C3AR1__chr12",1.95759389635169,7.94256671487025e-26,2.39010550601303e-24
"POU3F1__chr1","PLXNA4__chr7",1.95422015487053,6.4208016753209e-05,0.000680158688678332
"TMED6__chr16","TFF3__chr21",1.95362093722308,1.46351750913813e-17,3.3242252268861e-16
"GPR64__chrX","GPHA2__chr11",1.95350774329217,1.5022389691344e-20,3.79029533226994e-19
"LOC100505633__chr1","LOC100132062__chr1",1.95242672810607,0.000141603979747641,0.00144416190462542
"FSTL5__chr4","FOXM1__chr12",1.9522448626865,1.53635283910708e-33,5.63766911717391e-32
"SLC17A4__chr6","SH3BGRL__chrX",1.9513010602303,4.35753474011657e-05,0.000469223313496996
"MMP14__chr14","MGST3__chr1",1.94939020493708,6.70968800424597e-08,9.12227941757125e-07
"MGLL__chr3","MEF2BNB__chr19",1.94457423035097,5.39935410037399e-08,7.40471653039679e-07
"APLP1__chr19","APEH__chr3",1.94421020505368,4.06012277491777e-23,1.12504692375947e-21
"MAFF__chr22","LRRN3__chr7",1.94417662387428,0.000130114622738562,0.00133418672843915
"CASP4__chr11","CARD16__chr11",1.94213135782795,4.85115573087898e-28,1.55648796268508e-26
"SH3PXD2A__chr10","SEPSECS__chr4",1.94181546850388,7.09418090595158e-08,9.61045381796939e-07
"ABCA1__chr9","ABCA17P__chr16",1.93726647639299,1.3931901373919e-17,3.17210930318458e-16
"DTX4__chr11","DRAM1__chr12",1.93669957210848,3.43174192562237e-10,5.29412725799279e-09
"TCEA3__chr1","SYNPR.AS1__chr3",1.93658518226902,9.56955950528331e-18,2.18676584680585e-16
"TNFRSF1B__chr1","TMEM185B__chr2",1.93301769414761,0.000614225549174565,0.00575775517276832
"LURAP1L__chr9","LRRC17__chr7",1.93250107621485,2.49949209859967e-20,6.2896673341327e-19
"INSIG1__chr7","IL23A__chr12",1.93218718052285,1.56614705130777e-25,4.63177573953274e-24
"TRIB3__chr20","TNFRSF11A__chr18",1.93008262298267,3.08036195760479e-12,5.41513304882003e-11
"PPP1R1B__chr17","POLL__chr10",1.9268401101675,0.00107814484135992,0.00969304529591806
"ST6GALNAC2__chr17","SPEG__chr2",1.92559186292078,1.19544881695824e-05,0.000135848416974605
"ZNF217__chr20","ZBTB7B__chr1",1.92420790635715,1.99874468776097e-28,6.4567995058644e-27
"KIAA1377__chr11","KDM2B__chr12",1.92253653723635,8.05694506500078e-28,2.57631383821294e-26
"UGT2A3__chr4","TUBA8__chr22",1.92208653354688,9.80525209516693e-10,1.47649126768498e-08
"ARHGAP18__chr6","ARG1__chr6",1.92084872779711,3.13178230870216e-14,6.16504396560973e-13
"GGT5__chr22","GCNT3__chr15",1.9206078316577,0.000290784839597166,0.00286360182319294
"GNG4__chr1","GLS__chr2",1.92031318116376,1.83475233962144e-22,4.97462693173112e-21
"SH3PXD2B__chr5","SEPT10__chr2",1.91961375458974,2.95810963322899e-10,4.58591926569004e-09
"PKIB__chr6","PHF20__chr20",1.91530027772833,2.03961610342748e-29,6.83416048272561e-28
"TGFBR2__chr3","TBC1D3P2__chr17",1.91272827884104,4.65855322003614e-13,8.57228225435668e-12
"SYTL2__chr11","STL__chr6",1.91053581062236,4.11101097953502e-11,6.71476970538053e-10
"MYRF__chr11","MTRNR2L10__chrX",1.90872340952295,1.6663540420757e-28,5.42009615957772e-27
"PLA2G4A__chr1","PHLDA3__chr1",1.90622889984324,4.23016783285957e-05,0.000455768025686318
"MYOM1__chr18","MTNR1A__chr4",1.90569146486191,2.10849126255281e-09,3.12030288799711e-08
"FAM171A1__chr10","FAM127C__chrX",1.90522090175047,7.22562274406654e-26,2.18479709787791e-24
"TCEAL6__chrX","SYS1.DBNDD2__chr20",1.90430282079024,2.04482673121439e-11,3.39570611304829e-10
"GALNT7__chr4","G0S2__chr1",1.90359030085359,2.24122404037973e-23,6.28407298443563e-22
"PDIA2__chr16","PCDH8__chr13",1.90285336032253,0.00085602202786066,0.00782258427587561
"IGSF3__chr1","IER5L__chr9",1.89983837994461,6.4962853033537e-13,1.1838649919265e-11
"HSPA1B__chr6","HPGDS__chr4",1.89979821604645,1.82238684068451e-05,0.000203663314696959
"PPM1E__chr17","POC1A__chr3",1.89933977194886,1.70400934387828e-13,3.22023685806117e-12
"MOB3B__chr9","MINOS1__chr1",1.89797886626725,5.04805024983517e-21,1.2961692068123e-19
"CRIM1__chr2","CPT1A__chr11",1.89708809632479,8.73971052190792e-26,2.6216357054447e-24
"PPP2R2B__chr5","POLR3E__chr16",1.89702499690523,5.86876698631104e-23,1.62146138168576e-21
"PRDX1__chr1","PPAPDC1A__chr10",1.89543805043923,3.41488853315167e-19,8.18966541871831e-18
"TJP2__chr9","TDRKH__chr1",1.89454574193643,1.96585155134444e-30,6.75466593041948e-29
"KIF5C__chr2","KIAA1210__chrX",1.89213264431424,1.27191353529819e-12,2.28268015100335e-11
"STC2__chr5","SPRY4__chr5",1.8906722414542,1.94854134916933e-11,3.24436426577991e-10
"SIX2__chr2","SF3A2__chr19",1.88965243420472,1.05849926064338e-10,1.67814756943277e-09
"SLC44A4__chr6","SLC22A7__chr6",1.8887545625928,8.18083669557779e-20,2.02623134827037e-18
"SYNM__chr15","STEAP2__chr7",1.88750523992938,1.40810451872702e-13,2.67440795928676e-12
"PGR__chr11","PDE6B__chr4",1.88613788770396,3.46009658105025e-34,1.2897219958321e-32
"TCEAL2__chrX","SYNRG__chr17",1.88335225460951,1.02124804760459e-27,3.24908175145311e-26
"SORBS2__chr4","SNCAIP__chr5",1.87587807599117,1.9079177974013e-19,4.64636991434147e-18
"ATP11A__chr13","ATL1__chr14",1.87408014785567,8.73872776477251e-27,2.7161920608334e-25
"NDUFA4__chr7","NAE1__chr16",1.87322414916922,2.95774498592477e-16,6.39536209885655e-15
"MYO1E__chr15","MTL5__chr11",1.87199964519164,2.04359343310274e-21,5.34900674498276e-20
"ASS1__chr9","ASNS__chr7",1.87061259090256,7.5247284983705e-12,1.28689881594756e-10
"LOC100422737__chr6","LOC100131257__chr7",1.86757800128138,1.15050762801895e-09,1.72832219032609e-08
"CITED4__chr1","CHST5__chr16",1.8669173240391,2.51674008271884e-18,5.85010505328668e-17
"SLC7A8__chr14","SLC26A2__chr5",1.86467347442897,2.09687999674158e-25,6.14369584161589e-24
"SLC25A34__chr1","SIGIRR__chr11",1.86425154194614,0.000404803913273623,0.00389708831026232
"FGF13__chrX","FCGR1A__chr1",1.85856430253365,2.71151777797169e-07,3.52422716424409e-06
"GYPC__chr2","GTDC2__chr3",1.85428108816067,2.49049741649328e-11,4.11051704601659e-10
"ATP2A3__chr17","ATP13A5__chr3",1.85040670728846,1.26080610336337e-13,2.39946764766979e-12
"PEMT__chr17","PCED1A__chr20",1.84938060001844,4.00369769828516e-23,1.11104080913646e-21
"TST__chr22","TRAPPC6A__chr19",1.84717710823194,1.78791400676156e-15,3.7252479492591e-14
"HOPX__chr4","HLX__chr1",1.84597499905483,4.06901475969554e-12,7.06766920300793e-11
"ZFHX4__chr8","WWTR1__chr3",1.84379101031867,0.000176192494479232,0.00177867829095541
"HIST2H2BE__chr1","HGD__chr3",1.84354348308577,9.61350322681123e-19,2.27949791694202e-17
"JUN__chr1","ITGAM__chr16",1.84058903376391,1.84127350007809e-16,4.02270365369661e-15
"TUBB2B__chr6","TRIM9__chr14",1.83973180619727,6.90760139898072e-12,1.18349819798674e-10
"SLC15A1__chr13","SGPL1__chr10",1.83906684148945,1.04201513468862e-06,1.29637932951583e-05
"CALU__chr7","CADM2__chr3",1.83549566495613,3.6795378264177e-13,6.82393580408652e-12
"ACSL4__chrX","ACSL1__chr4",1.83420434888897,2.57120558053088e-21,6.68371981580089e-20
"SPATS2L__chr2","SNORA70F__chr2",1.83398968402644,8.36331980335378e-20,2.06871750842644e-18
"HS3ST1__chr4","HNRNPUL2__chr11",1.83373485570867,3.922343508938e-06,4.66484881258089e-05
"ITIH4__chr3","IRAK1__chrX",1.83344521917896,1.18063441927004e-08,1.67504724139378e-07
"RUNX1T1__chr8","RPL37__chr5",1.83145711474753,2.45611309346508e-23,6.87638892448934e-22
"ST6GAL1__chr3","SPECC1__chr17",1.83115768573011,1.66786419197423e-15,3.48664795353197e-14
"TNFAIP8__chr5","TMEM179B__chr11",1.82943884951845,3.4361463095059e-17,7.73051106631458e-16
"SERPINA6__chr14","SCN4A__chr17",1.82902802738961,1.32216497094856e-06,1.62883139641368e-05
"GPR110__chr6","GOLGA6L9__chr15",1.82865791447939,0.000196881892329896,0.00197802977206293
"PLK2__chr5","PINK1__chr1",1.82817727173175,4.29387098772951e-21,1.1070337506973e-19
"DSC2__chr18","DPH3P1__chr20",1.82793664938111,6.89775166256842e-26,2.08900177755157e-24
"KIAA2022__chrX","KIAA0196__chr8",1.82672113278088,1.81050654743039e-13,3.41126148886736e-12
"KDELR3__chr22","KCNH4__chr17",1.82668031412492,1.24194279128535e-18,2.93377935871381e-17
"MRC1__chr10","MLLT10P1__chr20",1.82585884721469,0.00012464199738666,0.00127876463985511
"GPR176__chr15","GPATCH1__chr19",1.82575631890848,2.8140445019988e-06,3.37649606341418e-05
"STK17B__chr2","SPTLC1__chr9",1.8243081329071,1.07362874595999e-11,1.81479749920857e-10
"CADPS__chr3","CACNA1E__chr1",1.81977255834345,1.44509283364785e-19,3.53748243138304e-18
"MPZL2__chr11","MLK7.AS1__chr2",1.81831803349047,8.45762954776931e-10,1.27968201115888e-08
"PRICKLE1__chr12","PPHLN1__chr12",1.81596401777552,3.29629551897502e-07,4.23476497060435e-06
"VNN2__chr6","UHMK1__chr1",1.81485695694287,3.32887124120877e-06,3.9765492235375e-05
"ELMO1__chr7","EIF3E__chr8",1.81327754234599,3.93353844639725e-12,6.85124512073873e-11
"PARD6B__chr20","OSBPL5__chr11",1.81196174135778,1.83388488993306e-11,3.06425788240096e-10
"MYZAP__chr15","MTRNR2L5__chr10",1.81129415191061,8.83446698477992e-13,1.60219214774917e-11
"NOL4__chr18","NFKB2__chr10",1.81060136687236,4.93586757770659e-20,1.2338363159193e-18
"UTRN__chr6","UBL5__chr19",1.80934361216431,2.37341397985943e-31,8.36805548346706e-30
"LSAMP__chr3","LRCH2__chrX",1.80911513291583,3.99119854232715e-15,8.15412649220524e-14
"NKD1__chr16","NDUFV2__chr18",1.80566929105091,0.000592308429107325,0.0055799823994368
"VASN__chr16","UBXN1__chr11",1.80488046220424,7.72672253263985e-09,1.10788772702449e-07
"PDE2A__chr11","PBK__chr8",1.80445826913358,0.000244328614691235,0.00242506415989231
"ARG2__chr14","ARF5__chr7",1.80418569402251,1.48525768503345e-15,3.1152496927594e-14
"SIRPA__chr20","SETD7__chr4",1.8036168383604,6.89006913604003e-08,9.34734576689766e-07
"B3GNT2__chr2","B2M__chr15",1.8026783423663,5.66295645368273e-12,9.72895918742693e-11
"TMEM37__chr2","TM9SF1__chr14",1.80251891144038,1.07061872920047e-18,2.53223438603635e-17
"ATP1B1__chr1","ATP11C__chrX",1.79935311771563,4.31875054185876e-08,5.9704277790817e-07
"MYO5B__chr18","MTMR1__chrX",1.79856310734436,1.36920882471894e-18,3.22293176330493e-17
"AR__chrX","ARSE__chrX",1.79761387913273,2.06447820055539e-09,3.057563403926e-08
"NDRG1__chr8","NAALAD2__chr11",1.79752227636238,1.42274551357304e-19,3.48729503443623e-18
"HEPACAM2__chr7","HCAR2__chr12",1.79678121598849,2.78957604699901e-26,8.55802080132911e-25
"TMEM45B__chr11","TMC6__chr17",1.79672965128804,6.82303340411688e-16,1.45532376152371e-14
"MICA__chr6","MEMO1__chr2",1.7959002696378,4.51285520788104e-13,8.32038416766204e-12
"SEZ6L__chr22","SDHC__chr1",1.79479806154032,1.80665964299222e-29,6.06434350502079e-28
"CBLN4__chr20","CASP7__chr10",1.79241861374016,6.49704116373264e-06,7.55575900998273e-05
"PNMA2__chr8","PLA2G15__chr16",1.79205778782384,2.39257410858072e-22,6.46850722517289e-21
"EPHA2__chr1","ENO1__chr1",1.79163298726793,6.17648646219294e-06,7.20958870676481e-05
"GALNT3__chr2","FZD7__chr2",1.79088379429581,3.75578557719156e-22,1.00676362890448e-20
"C19orf77__chr19","C19orf35__chr19",1.79085772163958,2.14341325976543e-24,6.10953601554254e-23
"TSPAN15__chr10","TPTE__chr21",1.78917284480492,1.93482145039139e-17,4.37371480496369e-16
"HLA.DPB1__chr6","HIF1A.AS2__chr14",1.78741849495051,2.39008523123264e-06,2.88060144769352e-05
"PTPRN2__chr7","PSD3__chr8",1.7841945768589,3.4192749594696e-19,8.18979191179425e-18
"GRIN2A__chr16","GPR75.ASB3__chr2",1.78254037994529,7.20357737717151e-05,0.000757136848018839
"SLC39A8__chr4","SLC22A13__chr3",1.78216438988643,3.37851734210856e-07,4.33156178637501e-06
"PAK3__chrX","OR5AU1__chr14",1.78132248603405,5.76657083297713e-26,1.75203626369135e-24
"CPLX2__chr5","COX10__chr17",1.78067973427603,4.46896843759837e-22,1.19454831023669e-20
"CCDC71L__chr7","CCDC36__chr3",1.77999023191933,7.90985156124329e-11,1.26571020156118e-09
"IGF2BP2__chr3","ICAM4__chr19",1.77763277219935,6.39956654255145e-15,1.29762884679332e-13
"MUM1L1__chrX","MSANTD4__chr11",1.77679783967637,1.09052684671215e-08,1.55069799467014e-07
"RBP1__chr3","RAD52__chr12",1.77325343477882,1.60485775525563e-16,3.51432234748795e-15
"C3orf80__chr3","C2orf83__chr2",1.77305503478157,3.37228193810566e-08,4.68943223446069e-07
"CATSPERB__chr14","CASD1__chr7",1.77269984968363,1.73079192749261e-06,2.11979947153308e-05
"TMBIM1__chr2","TEX264__chr3",1.77220284686243,3.8576640711486e-14,7.53900058082381e-13
"WNT4__chr1","VNN2__chr6",1.7712118308051,3.39031731718191e-13,6.2999229754281e-12
